date_id,category_id,geo_id,sales_qty,sales_amt
2022-10-15T00:00:00,1001,2,3,2013
2022-10-15T00:00:00,1001,3,3,2013
2022-10-15T00:00:00,1002,1,7,4697
2022-10-15T00:00:00,1002,2,1,671
2022-10-15T00:00:00,1002,3,2,1342
2022-10-15T00:00:00,1003,1,5,3355
2022-10-15T00:00:00,1003,2,7,4697
2022-10-15T00:00:00,1003,3,8,5368
2022-10-15T00:00:00,1004,1,9,6039
2022-10-15T00:00:00,1004,2,9,6039
2022-10-15T00:00:00,1004,3,2,1342
2022-10-15T00:00:00,1005,1,6,4026
2022-10-15T00:00:00,1005,2,4,2684
2022-10-15T00:00:00,1005,3,2,1342
2022-10-15T00:00:00,1006,1,2,1342
2022-10-15T00:00:00,1006,2,5,3355
2022-10-15T00:00:00,1006,3,6,4026
2022-10-15T00:00:00,1007,1,4,2684
2022-10-15T00:00:00,1007,2,6,4026
2022-10-15T00:00:00,1007,3,9,6039
2022-10-15T00:00:00,1008,1,9,6039
2022-10-15T00:00:00,1008,2,9,6039
2022-10-15T00:00:00,1008,3,2,1342
2022-10-15T00:00:00,1009,1,2,1342
2022-10-15T00:00:00,1009,2,0,0
2022-10-15T00:00:00,1009,3,2,1342
2022-10-15T00:00:00,1010,1,5,3355
2022-10-15T00:00:00,1010,2,8,5368
2022-10-15T00:00:00,1010,3,3,2013
2022-10-16T00:00:00,1001,1,8,5368
2022-10-16T00:00:00,1001,2,1,671
2022-10-16T00:00:00,1001,3,1,671
2022-10-16T00:00:00,1002,1,4,2684
2022-10-16T00:00:00,1002,2,4,2684
2022-10-16T00:00:00,1002,3,3,2013
2022-10-16T00:00:00,1003,1,3,2013
2022-10-16T00:00:00,1003,2,7,4697
2022-10-16T00:00:00,1003,3,0,0
2022-10-16T00:00:00,1004,1,8,5368
2022-10-16T00:00:00,1004,2,4,2684
2022-10-16T00:00:00,1004,3,3,2013
2022-10-16T00:00:00,1005,1,0,0
2022-10-16T00:00:00,1005,2,1,671
2022-10-16T00:00:00,1005,3,1,671
2022-10-16T00:00:00,1006,1,7,4697
2022-10-16T00:00:00,1006,2,6,4026
2022-10-16T00:00:00,1006,3,7,4697
2022-10-16T00:00:00,1007,1,4,2684
2022-10-16T00:00:00,1007,2,6,4026
2022-10-16T00:00:00,1007,3,4,2684
2022-10-16T00:00:00,1008,1,5,3355
2022-10-16T00:00:00,1008,2,7,4697
2022-10-16T00:00:00,1008,3,9,6039
2022-10-16T00:00:00,1009,1,2,1342
2022-10-16T00:00:00,1009,2,3,2013
2022-10-16T00:00:00,1009,3,0,0
2022-10-16T00:00:00,1010,1,3,2013
2022-10-16T00:00:00,1010,2,1,671
2022-10-16T00:00:00,1010,3,5,3355
2022-10-17T00:00:00,1001,1,0,0
2022-10-17T00:00:00,1001,2,9,6039
2022-10-17T00:00:00,1001,3,4,2684
2022-10-17T00:00:00,1002,1,2,1342
2022-10-17T00:00:00,1002,2,3,2013
2022-10-17T00:00:00,1002,3,9,6039
2022-10-17T00:00:00,1003,1,3,2013
2022-10-17T00:00:00,1003,2,9,6039
2022-10-17T00:00:00,1003,3,1,671
2022-10-17T00:00:00,1004,1,4,2684
2022-10-17T00:00:00,1004,2,6,4026
2022-10-17T00:00:00,1004,3,4,2684
2022-10-17T00:00:00,1005,1,4,2684
2022-10-17T00:00:00,1005,2,8,5368
2022-10-17T00:00:00,1005,3,7,4697
2022-10-17T00:00:00,1006,1,8,5368
2022-10-17T00:00:00,1006,2,1,671
2022-10-17T00:00:00,1006,3,5,3355
2022-10-17T00:00:00,1007,1,4,2684
2022-10-17T00:00:00,1007,2,3,2013
2022-10-17T00:00:00,1007,3,2,1342
2022-10-17T00:00:00,1008,1,8,5368
2022-10-17T00:00:00,1008,2,6,4026
2022-10-17T00:00:00,1008,3,0,0
2022-10-17T00:00:00,1009,1,0,0
2022-10-17T00:00:00,1009,2,9,6039
2022-10-17T00:00:00,1009,3,7,4697
2022-10-17T00:00:00,1010,1,1,671
2022-10-17T00:00:00,1010,2,7,4697
2022-10-17T00:00:00,1010,3,9,6039
2022-10-18T00:00:00,1001,1,7,4697
2022-10-18T00:00:00,1001,2,0,0
2022-10-18T00:00:00,1001,3,3,2013
2022-10-18T00:00:00,1002,1,5,3355
2022-10-18T00:00:00,1002,2,7,4697
2022-10-18T00:00:00,1002,3,0,0
2022-10-18T00:00:00,1003,1,9,6039
2022-10-18T00:00:00,1003,2,0,0
2022-10-18T00:00:00,1003,3,8,5368
2022-10-18T00:00:00,1004,1,0,0
2022-10-18T00:00:00,1004,2,5,3355
2022-10-18T00:00:00,1004,3,0,0
2022-10-18T00:00:00,1005,1,8,5368
2022-10-18T00:00:00,1005,2,9,6039
2022-10-18T00:00:00,1005,3,2,1342
2022-10-18T00:00:00,1006,1,4,2684
2022-10-18T00:00:00,1006,2,2,1342
2022-10-18T00:00:00,1006,3,3,2013
2022-10-18T00:00:00,1007,1,2,1342
2022-10-18T00:00:00,1007,2,2,1342
2022-10-18T00:00:00,1007,3,1,671
2022-10-18T00:00:00,1008,1,7,4697
2022-10-18T00:00:00,1008,2,7,4697
2022-10-18T00:00:00,1008,3,7,4697
2022-10-18T00:00:00,1009,1,3,2013
2022-10-18T00:00:00,1009,2,9,6039
2022-10-18T00:00:00,1009,3,2,1342
2022-10-18T00:00:00,1010,1,1,671
2022-10-18T00:00:00,1010,2,7,4697
2022-10-18T00:00:00,1010,3,2,1342
2022-10-19T00:00:00,1001,1,9,6039
2022-10-19T00:00:00,1001,2,9,6039
2022-10-19T00:00:00,1001,3,0,0
2022-10-19T00:00:00,1002,1,2,1342
2022-10-19T00:00:00,1002,2,4,2684
2022-10-19T00:00:00,1002,3,0,0
2022-10-19T00:00:00,1003,1,5,3355
2022-10-19T00:00:00,1003,2,0,0
2022-10-19T00:00:00,1003,3,1,671
2022-10-19T00:00:00,1004,1,4,2684
2022-10-19T00:00:00,1004,2,4,2684
2022-10-19T00:00:00,1004,3,1,671
2022-10-19T00:00:00,1005,1,7,4697
2022-10-19T00:00:00,1005,2,1,671
2022-10-19T00:00:00,1005,3,1,671
2022-10-19T00:00:00,1006,1,9,6039
2022-10-19T00:00:00,1006,2,8,5368
2022-10-19T00:00:00,1006,3,0,0
2022-10-19T00:00:00,1007,1,9,6039
2022-10-19T00:00:00,1007,2,8,5368
2022-10-19T00:00:00,1007,3,0,0
2022-10-19T00:00:00,1008,1,7,4697
2022-10-19T00:00:00,1008,2,9,6039
2022-10-19T00:00:00,1008,3,8,5368
2022-10-19T00:00:00,1009,1,9,6039
2022-10-19T00:00:00,1009,2,0,0
2022-10-19T00:00:00,1009,3,5,3355
2022-10-19T00:00:00,1010,1,5,3355
2022-10-19T00:00:00,1010,2,5,3355
2022-10-19T00:00:00,1010,3,2,1342
2022-10-20T00:00:00,1001,1,7,4697
2022-10-20T00:00:00,1001,2,1,671
2022-10-20T00:00:00,1001,3,2,1342
2022-10-20T00:00:00,1002,1,1,671
2022-10-20T00:00:00,1002,2,8,5368
2022-10-20T00:00:00,1002,3,4,2684
2022-10-20T00:00:00,1003,1,5,3355
2022-10-20T00:00:00,1003,2,7,4697
2022-10-20T00:00:00,1003,3,7,4697
2022-10-20T00:00:00,1004,1,7,4697
2022-10-20T00:00:00,1004,2,4,2684
2022-10-20T00:00:00,1004,3,8,5368
2022-10-20T00:00:00,1005,1,6,4026
2022-10-20T00:00:00,1005,2,5,3355
2022-10-20T00:00:00,1005,3,4,2684
2022-10-20T00:00:00,1006,1,0,0
2022-10-20T00:00:00,1006,2,1,671
2022-10-20T00:00:00,1006,3,9,6039
2022-10-20T00:00:00,1007,1,0,0
2022-10-20T00:00:00,1007,2,8,5368
2022-10-20T00:00:00,1007,3,3,2013
2022-10-20T00:00:00,1008,1,8,5368
2022-10-20T00:00:00,1008,2,6,4026
2022-10-20T00:00:00,1008,3,1,671
2022-10-20T00:00:00,1009,1,6,4026
2022-10-20T00:00:00,1009,2,0,0
2022-10-20T00:00:00,1009,3,8,5368
2022-10-20T00:00:00,1010,1,8,5368
2022-10-20T00:00:00,1010,2,1,671
2022-10-20T00:00:00,1010,3,0,0
2022-10-21T00:00:00,1001,1,5,3355
2022-10-21T00:00:00,1001,2,2,1342
2022-10-21T00:00:00,1001,3,9,6039
2022-10-21T00:00:00,1002,1,1,671
2022-10-21T00:00:00,1002,2,1,671
2022-10-21T00:00:00,1002,3,8,5368
2022-10-21T00:00:00,1003,1,2,1342
2022-10-21T00:00:00,1003,2,7,4697
2022-10-21T00:00:00,1003,3,9,6039
2022-10-21T00:00:00,1004,1,2,1342
2022-10-21T00:00:00,1004,2,0,0
2022-10-21T00:00:00,1004,3,9,6039
2022-10-21T00:00:00,1005,1,1,671
2022-10-21T00:00:00,1005,2,0,0
2022-10-21T00:00:00,1005,3,5,3355
2022-10-21T00:00:00,1006,1,7,4697
2022-10-21T00:00:00,1006,2,1,671
2022-10-21T00:00:00,1006,3,6,4026
2022-10-21T00:00:00,1007,1,1,671
2022-10-21T00:00:00,1007,2,5,3355
2022-10-21T00:00:00,1007,3,2,1342
2022-10-21T00:00:00,1008,1,5,3355
2022-10-21T00:00:00,1008,2,0,0
2022-10-21T00:00:00,1008,3,6,4026
2022-10-21T00:00:00,1009,1,3,2013
2022-10-21T00:00:00,1009,2,4,2684
2022-10-21T00:00:00,1009,3,8,5368
2022-10-21T00:00:00,1010,1,5,3355
2022-10-21T00:00:00,1010,2,4,2684
2022-10-21T00:00:00,1010,3,8,5368
2022-10-22T00:00:00,1001,1,9,6039
2022-10-22T00:00:00,1001,2,7,4697
2022-10-22T00:00:00,1001,3,3,2013
2022-10-22T00:00:00,1002,1,4,2684
2022-10-22T00:00:00,1002,2,5,3355
2022-10-22T00:00:00,1002,3,5,3355
2022-10-22T00:00:00,1003,1,3,2013
2022-10-22T00:00:00,1003,2,9,6039
2022-10-22T00:00:00,1003,3,8,5368
2022-10-22T00:00:00,1004,1,2,1342
2022-10-22T00:00:00,1004,2,7,4697
2022-10-22T00:00:00,1004,3,4,2684
2022-10-22T00:00:00,1005,1,3,2013
2022-10-22T00:00:00,1005,2,4,2684
2022-10-22T00:00:00,1005,3,2,1342
2022-10-22T00:00:00,1006,1,0,0
2022-10-22T00:00:00,1006,2,8,5368
2022-10-22T00:00:00,1006,3,6,4026
2022-10-22T00:00:00,1007,1,9,6039
2022-10-22T00:00:00,1007,2,4,2684
2022-10-22T00:00:00,1007,3,2,1342
2022-10-22T00:00:00,1008,1,1,671
2022-10-22T00:00:00,1008,2,3,2013
2022-10-22T00:00:00,1008,3,9,6039
2022-10-22T00:00:00,1009,1,2,1342
2022-10-22T00:00:00,1009,2,8,5368
2022-10-22T00:00:00,1009,3,1,671
2022-10-22T00:00:00,1010,1,2,1342
2022-10-22T00:00:00,1010,2,2,1342
2022-10-22T00:00:00,1010,3,3,2013
2022-10-23T00:00:00,1001,1,0,0
2022-10-23T00:00:00,1001,2,5,3355
2022-10-23T00:00:00,1001,3,0,0
2022-10-23T00:00:00,1002,1,0,0
2022-10-23T00:00:00,1002,2,1,671
2022-10-23T00:00:00,1002,3,3,2013
2022-10-23T00:00:00,1003,1,4,2684
2022-10-23T00:00:00,1003,2,9,6039
2022-10-23T00:00:00,1003,3,4,2684
2022-10-23T00:00:00,1004,1,4,2684
2022-10-23T00:00:00,1004,2,7,4697
2022-10-23T00:00:00,1004,3,4,2684
2022-10-23T00:00:00,1005,1,2,1342
2022-10-23T00:00:00,1005,2,4,2684
2022-10-23T00:00:00,1005,3,1,671
2022-10-23T00:00:00,1006,1,5,3355
2022-10-23T00:00:00,1006,2,2,1342
2022-10-23T00:00:00,1006,3,7,4697
2022-10-23T00:00:00,1007,1,6,4026
2022-10-23T00:00:00,1007,2,7,4697
2022-10-23T00:00:00,1007,3,3,2013
2022-10-23T00:00:00,1008,1,8,5368
2022-10-23T00:00:00,1008,2,3,2013
2022-10-23T00:00:00,1008,3,3,2013
2022-10-23T00:00:00,1009,1,0,0
2022-10-23T00:00:00,1009,2,1,671
2022-10-23T00:00:00,1009,3,8,5368
2022-10-23T00:00:00,1010,1,4,2684
2022-10-23T00:00:00,1010,2,0,0
2022-10-23T00:00:00,1010,3,7,4697
2022-10-24T00:00:00,1001,1,3,2013
2022-10-24T00:00:00,1001,2,1,671
2022-10-24T00:00:00,1001,3,4,2684
2022-10-24T00:00:00,1002,1,8,5368
2022-10-24T00:00:00,1002,2,6,4026
2022-10-24T00:00:00,1002,3,4,2684
2022-10-24T00:00:00,1003,1,0,0
2022-10-24T00:00:00,1003,2,7,4697
2022-10-24T00:00:00,1003,3,6,4026
2022-10-24T00:00:00,1004,1,9,6039
2022-10-24T00:00:00,1004,2,5,3355
2022-10-24T00:00:00,1004,3,4,2684
2022-10-24T00:00:00,1005,1,1,671
2022-10-24T00:00:00,1005,2,9,6039
2022-10-24T00:00:00,1005,3,5,3355
2022-10-24T00:00:00,1006,1,8,5368
2022-10-24T00:00:00,1006,2,0,0
2022-10-24T00:00:00,1006,3,3,2013
2022-10-24T00:00:00,1007,1,7,4697
2022-10-24T00:00:00,1007,2,0,0
2022-10-24T00:00:00,1007,3,2,1342
2022-10-24T00:00:00,1008,1,2,1342
2022-10-24T00:00:00,1008,2,8,5368
2022-10-24T00:00:00,1008,3,5,3355
2022-10-24T00:00:00,1009,1,2,1342
2022-10-24T00:00:00,1009,2,2,1342
2022-10-24T00:00:00,1009,3,2,1342
2022-10-24T00:00:00,1010,1,7,4697
2022-10-24T00:00:00,1010,2,9,6039
2022-10-24T00:00:00,1010,3,7,4697
2022-10-25T00:00:00,1001,1,3,2013
2022-10-25T00:00:00,1001,2,9,6039
2022-10-25T00:00:00,1001,3,3,2013
2022-10-25T00:00:00,1002,1,7,4697
2022-10-25T00:00:00,1002,2,7,4697
2022-10-25T00:00:00,1002,3,9,6039
2022-10-25T00:00:00,1003,1,0,0
2022-10-25T00:00:00,1003,2,9,6039
2022-10-25T00:00:00,1003,3,9,6039
2022-10-25T00:00:00,1004,1,2,1342
2022-10-25T00:00:00,1004,2,4,2684
2022-10-25T00:00:00,1004,3,4,2684
2022-10-25T00:00:00,1005,1,1,671
2022-10-25T00:00:00,1005,2,8,5368
2022-10-25T00:00:00,1005,3,4,2684
2022-10-25T00:00:00,1006,1,8,5368
2022-10-25T00:00:00,1006,2,1,671
2022-10-25T00:00:00,1006,3,0,0
2022-10-25T00:00:00,1007,1,7,4697
2022-10-25T00:00:00,1007,2,1,671
2022-10-25T00:00:00,1007,3,9,6039
2022-10-25T00:00:00,1008,1,1,671
2022-10-25T00:00:00,1008,2,8,5368
2022-10-25T00:00:00,1008,3,6,4026
2022-10-25T00:00:00,1009,1,1,671
2022-10-25T00:00:00,1009,2,9,6039
2022-10-25T00:00:00,1009,3,4,2684
2022-10-25T00:00:00,1010,1,9,6039
2022-10-25T00:00:00,1010,2,9,6039
2022-10-25T00:00:00,1010,3,8,5368
2022-10-26T00:00:00,1001,1,9,6039
2022-10-26T00:00:00,1001,2,8,5368
2022-10-26T00:00:00,1001,3,6,4026
2022-10-26T00:00:00,1002,1,7,4697
2022-10-26T00:00:00,1002,2,2,1342
2022-10-26T00:00:00,1002,3,8,5368
2022-10-26T00:00:00,1003,1,8,5368
2022-10-26T00:00:00,1003,2,6,4026
2022-10-26T00:00:00,1003,3,1,671
2022-10-26T00:00:00,1004,1,6,4026
2022-10-26T00:00:00,1004,2,9,6039
2022-10-26T00:00:00,1004,3,6,4026
2022-10-26T00:00:00,1005,1,5,3355
2022-10-26T00:00:00,1005,2,1,671
2022-10-26T00:00:00,1005,3,7,4697
2022-10-26T00:00:00,1006,1,3,2013
2022-10-26T00:00:00,1006,2,2,1342
2022-10-26T00:00:00,1006,3,8,5368
2022-10-26T00:00:00,1007,1,9,6039
2022-10-26T00:00:00,1007,2,8,5368
2022-10-26T00:00:00,1007,3,1,671
2022-10-26T00:00:00,1008,1,4,2684
2022-10-26T00:00:00,1008,2,3,2013
2022-10-26T00:00:00,1008,3,8,5368
2022-10-26T00:00:00,1009,1,1,671
2022-10-26T00:00:00,1009,2,2,1342
2022-10-26T00:00:00,1009,3,9,6039
2022-10-26T00:00:00,1010,1,2,1342
2022-10-26T00:00:00,1010,2,5,3355
2022-10-26T00:00:00,1010,3,4,2684
2022-10-27T00:00:00,1001,1,2,1342
2022-10-27T00:00:00,1001,2,2,1342
2022-10-27T00:00:00,1001,3,7,4697
2022-10-27T00:00:00,1002,1,8,5368
2022-10-27T00:00:00,1002,2,0,0
2022-10-27T00:00:00,1002,3,0,0
2022-10-27T00:00:00,1003,1,1,671
2022-10-27T00:00:00,1003,2,7,4697
2022-10-27T00:00:00,1003,3,1,671
2022-10-27T00:00:00,1004,1,9,6039
2022-10-27T00:00:00,1004,2,9,6039
2022-10-27T00:00:00,1004,3,2,1342
2022-10-27T00:00:00,1005,1,0,0
2022-10-27T00:00:00,1005,2,6,4026
2022-10-27T00:00:00,1005,3,2,1342
2022-10-27T00:00:00,1006,1,0,0
2022-10-27T00:00:00,1006,2,9,6039
2022-10-27T00:00:00,1006,3,5,3355
2022-10-27T00:00:00,1007,1,6,4026
2022-10-27T00:00:00,1007,2,3,2013
2022-10-27T00:00:00,1007,3,0,0
2022-10-27T00:00:00,1008,1,9,6039
2022-10-27T00:00:00,1008,2,0,0
2022-10-27T00:00:00,1008,3,4,2684
2022-10-27T00:00:00,1009,1,3,2013
2022-10-27T00:00:00,1009,2,2,1342
2022-10-27T00:00:00,1009,3,7,4697
2022-10-27T00:00:00,1010,1,8,5368
2022-10-27T00:00:00,1010,2,5,3355
2022-10-27T00:00:00,1010,3,4,2684
2022-10-28T00:00:00,1001,1,1,671
2022-10-28T00:00:00,1001,2,1,671
2022-10-28T00:00:00,1001,3,7,4697
2022-10-28T00:00:00,1002,1,3,2013
2022-10-28T00:00:00,1002,2,6,4026
2022-10-28T00:00:00,1002,3,5,3355
2022-10-28T00:00:00,1003,1,1,671
2022-10-28T00:00:00,1003,2,2,1342
2022-10-28T00:00:00,1003,3,6,4026
2022-10-28T00:00:00,1004,1,0,0
2022-10-28T00:00:00,1004,2,7,4697
2022-10-28T00:00:00,1004,3,6,4026
2022-10-28T00:00:00,1005,1,5,3355
2022-10-28T00:00:00,1005,2,9,6039
2022-10-28T00:00:00,1005,3,7,4697
2022-10-28T00:00:00,1006,1,9,6039
2022-10-28T00:00:00,1006,2,2,1342
2022-10-28T00:00:00,1006,3,0,0
2022-10-28T00:00:00,1007,1,5,3355
2022-10-28T00:00:00,1007,2,6,4026
2022-10-28T00:00:00,1007,3,3,2013
2022-10-28T00:00:00,1008,1,3,2013
2022-10-28T00:00:00,1008,2,6,4026
2022-10-28T00:00:00,1008,3,8,5368
2022-10-28T00:00:00,1009,1,6,4026
2022-10-28T00:00:00,1009,2,4,2684
2022-10-28T00:00:00,1009,3,7,4697
2022-10-28T00:00:00,1010,1,8,5368
2022-10-28T00:00:00,1010,2,4,2684
2022-10-28T00:00:00,1010,3,4,2684
2022-10-29T00:00:00,1001,1,3,2013
2022-10-29T00:00:00,1001,2,7,4697
2022-10-29T00:00:00,1001,3,6,4026
2022-10-29T00:00:00,1002,1,3,2013
2022-10-29T00:00:00,1002,2,3,2013
2022-10-29T00:00:00,1002,3,3,2013
2022-10-29T00:00:00,1003,1,8,5368
2022-10-29T00:00:00,1003,2,9,6039
2022-10-29T00:00:00,1003,3,3,2013
2022-10-29T00:00:00,1004,1,7,4697
2022-10-29T00:00:00,1004,2,1,671
2022-10-29T00:00:00,1004,3,8,5368
2022-10-29T00:00:00,1005,1,6,4026
2022-10-29T00:00:00,1005,2,9,6039
2022-10-29T00:00:00,1005,3,3,2013
2022-10-29T00:00:00,1006,1,2,1342
2022-10-29T00:00:00,1006,2,9,6039
2022-10-29T00:00:00,1006,3,5,3355
2022-10-29T00:00:00,1007,1,1,671
2022-10-29T00:00:00,1007,2,1,671
2022-10-29T00:00:00,1007,3,8,5368
2022-10-29T00:00:00,1008,1,3,2013
2022-10-29T00:00:00,1008,2,5,3355
2022-10-29T00:00:00,1008,3,2,1342
2022-10-29T00:00:00,1009,1,5,3355
2022-10-29T00:00:00,1009,2,3,2013
2022-10-29T00:00:00,1009,3,0,0
2022-10-29T00:00:00,1010,1,7,4697
2022-10-29T00:00:00,1010,2,9,6039
2022-10-29T00:00:00,1010,3,4,2684
2022-10-30T00:00:00,1001,1,7,4697
2022-10-30T00:00:00,1001,2,7,4697
2022-10-30T00:00:00,1001,3,0,0
2022-10-30T00:00:00,1002,1,9,6039
2022-10-30T00:00:00,1002,2,9,6039
2022-10-30T00:00:00,1002,3,5,3355
2022-10-30T00:00:00,1003,1,6,4026
2022-10-30T00:00:00,1003,2,3,2013
2022-10-30T00:00:00,1003,3,8,5368
2022-10-30T00:00:00,1004,1,0,0
2022-10-30T00:00:00,1004,2,9,6039
2022-10-30T00:00:00,1004,3,6,4026
2022-10-30T00:00:00,1005,1,7,4697
2022-10-30T00:00:00,1005,2,1,671
2022-10-30T00:00:00,1005,3,0,0
2022-10-30T00:00:00,1006,1,8,5368
2022-10-30T00:00:00,1006,2,3,2013
2022-10-30T00:00:00,1006,3,9,6039
2022-10-30T00:00:00,1007,1,8,5368
2022-10-30T00:00:00,1007,2,1,671
2022-10-30T00:00:00,1007,3,3,2013
2022-10-30T00:00:00,1008,1,1,671
2022-10-30T00:00:00,1008,2,8,5368
2022-10-30T00:00:00,1008,3,1,671
2022-10-30T00:00:00,1009,1,6,4026
2022-10-30T00:00:00,1009,2,7,4697
2022-10-30T00:00:00,1009,3,0,0
2022-10-30T00:00:00,1010,1,6,4026
2022-10-30T00:00:00,1010,2,9,6039
2022-10-30T00:00:00,1010,3,4,2684
2022-10-31T00:00:00,1001,1,8,5368
2022-10-31T00:00:00,1001,2,1,671
2022-10-31T00:00:00,1001,3,0,0
2022-10-31T00:00:00,1002,1,9,6039
2022-10-31T00:00:00,1002,2,7,4697
2022-10-31T00:00:00,1002,3,9,6039
2022-10-31T00:00:00,1003,1,8,5368
2022-10-31T00:00:00,1003,2,2,1342
2022-10-31T00:00:00,1003,3,6,4026
2022-10-31T00:00:00,1004,1,2,1342
2022-10-31T00:00:00,1004,2,4,2684
2022-10-31T00:00:00,1004,3,9,6039
2022-10-31T00:00:00,1005,1,4,2684
2022-10-31T00:00:00,1005,2,4,2684
2022-10-31T00:00:00,1005,3,7,4697
2022-10-31T00:00:00,1006,1,5,3355
2022-10-31T00:00:00,1006,2,0,0
2022-10-31T00:00:00,1006,3,8,5368
2022-10-31T00:00:00,1007,1,2,1342
2022-10-31T00:00:00,1007,2,7,4697
2022-10-31T00:00:00,1007,3,5,3355
2022-10-31T00:00:00,1008,1,6,4026
2022-10-31T00:00:00,1008,2,5,3355
2022-10-31T00:00:00,1008,3,9,6039
2022-10-31T00:00:00,1009,1,5,3355
2022-10-31T00:00:00,1009,2,5,3355
2022-10-31T00:00:00,1009,3,4,2684
2022-10-31T00:00:00,1010,1,6,4026
2022-10-31T00:00:00,1010,2,6,4026
2022-10-31T00:00:00,1010,3,0,0
2022-11-01T00:00:00,1001,1,9,6039
2022-11-01T00:00:00,1001,2,5,3355
2022-11-01T00:00:00,1001,3,1,671
2022-11-01T00:00:00,1002,1,6,4026
2022-11-01T00:00:00,1002,2,6,4026
2022-11-01T00:00:00,1002,3,2,1342
2022-11-01T00:00:00,1003,1,1,671
2022-11-01T00:00:00,1003,2,3,2013
2022-11-01T00:00:00,1003,3,7,4697
2022-11-01T00:00:00,1004,1,9,6039
2022-11-01T00:00:00,1004,2,5,3355
2022-11-01T00:00:00,1004,3,5,3355
2022-11-01T00:00:00,1005,1,3,2013
2022-11-01T00:00:00,1005,2,0,0
2022-11-01T00:00:00,1005,3,4,2684
2022-11-01T00:00:00,1006,1,9,6039
2022-11-01T00:00:00,1006,2,1,671
2022-11-01T00:00:00,1006,3,1,671
2022-11-01T00:00:00,1007,1,1,671
2022-11-01T00:00:00,1007,2,4,2684
2022-11-01T00:00:00,1007,3,7,4697
2022-11-01T00:00:00,1008,1,1,671
2022-11-01T00:00:00,1008,2,2,1342
2022-11-01T00:00:00,1008,3,1,671
2022-11-01T00:00:00,1009,1,1,671
2022-11-01T00:00:00,1009,2,9,6039
2022-11-01T00:00:00,1009,3,3,2013
2022-11-01T00:00:00,1010,1,3,2013
2022-11-01T00:00:00,1010,2,4,2684
2022-11-01T00:00:00,1010,3,6,4026
2022-11-02T00:00:00,1001,1,1,671
2022-11-02T00:00:00,1001,2,8,5368
2022-11-02T00:00:00,1001,3,7,4697
2022-11-02T00:00:00,1002,1,4,2684
2022-11-02T00:00:00,1002,2,0,0
2022-11-02T00:00:00,1002,3,6,4026
2022-11-02T00:00:00,1003,1,6,4026
2022-11-02T00:00:00,1003,2,6,4026
2022-11-02T00:00:00,1003,3,3,2013
2022-11-02T00:00:00,1004,1,9,6039
2022-11-02T00:00:00,1004,2,4,2684
2022-11-02T00:00:00,1004,3,2,1342
